Call: survfit(formula = as.formula(paste("surv_object ~", cat_var)), 
    data = filtered_data)

2 observations deleted due to missingness 
                ajcc_pathologic_stage=Stage I 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     30       0    1.000  0.0000        1.000            1
    1     28       0    1.000  0.0000        1.000            1
    2     22       1    0.964  0.0351        0.898            1
    3     22       0    0.964  0.0351        0.898            1
    4     19       0    0.964  0.0351        0.898            1
    5     13       1    0.895  0.0739        0.762            1
    6     10       0    0.895  0.0739        0.762            1
    7      4       2    0.627  0.1713        0.367            1
    8      1       0    0.627  0.1713        0.367            1
    9      1       0    0.627  0.1713        0.367            1

                ajcc_pathologic_stage=Stage IA 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     20       0        1       0            1            1
    1     17       0        1       0            1            1
    2      9       0        1       0            1            1
    3      5       0        1       0            1            1
    4      4       0        1       0            1            1
    5      4       0        1       0            1            1
    6      3       0        1       0            1            1
    7      2       0        1       0            1            1

                ajcc_pathologic_stage=Stage IB 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0      2       0        1       0            1            1
    1      2       0        1       0            1            1
    2      1       0        1       0            1            1

                ajcc_pathologic_stage=Stage II 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0      1       0        1       0            1            1
    1      1       0        1       0            1            1
    2      1       0        1       0            1            1
    3      1       0        1       0            1            1
    4      1       0        1       0            1            1
    5      1       0        1       0            1            1
    6      1       0        1       0            1            1
    7      1       0        1       0            1            1
    8      1       0        1       0            1            1
    9      1       0        1       0            1            1
   10      1       0        1       0            1            1
   11      1       0        1       0            1            1
   12      1       0        1       0            1            1
   13      1       0        1       0            1            1
   14      1       0        1       0            1            1
   15      1       0        1       0            1            1
   16      1       0        1       0            1            1
   17      1       0        1       0            1            1

                ajcc_pathologic_stage=Stage IIA 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     65       0    1.000  0.0000        1.000        1.000
    1     58       1    0.984  0.0157        0.954        1.000
    2     36       2    0.943  0.0325        0.881        1.000
    3     20       2    0.878  0.0536        0.779        0.990
    4     14       0    0.878  0.0536        0.779        0.990
    5     10       1    0.798  0.0904        0.639        0.997
    6      7       1    0.718  0.1111        0.530        0.973
    7      5       0    0.718  0.1111        0.530        0.973
    8      3       1    0.575  0.1563        0.337        0.979
    9      2       0    0.575  0.1563        0.337        0.979
   10      2       0    0.575  0.1563        0.337        0.979
   11      1       0    0.575  0.1563        0.337        0.979
   12      1       0    0.575  0.1563        0.337        0.979
   13      1       0    0.575  0.1563        0.337        0.979

                ajcc_pathologic_stage=Stage IIB 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     47       0    1.000  0.0000       1.0000        1.000
    1     44       1    0.978  0.0215       0.9370        1.000
    2     29       0    0.978  0.0215       0.9370        1.000
    3     24       2    0.908  0.0516       0.8126        1.000
    4     19       0    0.908  0.0516       0.8126        1.000
    5     14       1    0.858  0.0692       0.7325        1.000
    6     11       0    0.858  0.0692       0.7325        1.000
    7      9       1    0.780  0.0974       0.6106        0.996
    8      8       1    0.693  0.1190       0.4952        0.971
    9      7       0    0.693  0.1190       0.4952        0.971
   10      6       1    0.594  0.1372       0.3780        0.934
   11      5       1    0.495  0.1457       0.2781        0.882
   12      4       0    0.495  0.1457       0.2781        0.882
   13      3       1    0.371  0.1531       0.1655        0.833
   14      3       0    0.371  0.1531       0.1655        0.833
   15      3       0    0.371  0.1531       0.1655        0.833
   16      2       0    0.371  0.1531       0.1655        0.833
   17      2       0    0.371  0.1531       0.1655        0.833
   18      2       0    0.371  0.1531       0.1655        0.833
   19      1       1    0.186  0.1520       0.0373        0.924
   20      1       0    0.186  0.1520       0.0373        0.924
   21      1       0    0.186  0.1520       0.0373        0.924
   22      1       0    0.186  0.1520       0.0373        0.924
   23      1       0    0.186  0.1520       0.0373        0.924

                ajcc_pathologic_stage=Stage IIIA 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     16       0    1.000   0.000        1.000            1
    1     12       0    1.000   0.000        1.000            1
