"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000160211.14",5122.61593257774,2.31235107600731,0.15772904541277,14.6602743328345,1.15804130601947e-48,7.78420890389962e-47
"ENSG00000167130.16",1393.9342054239,1.20986136581704,0.083383067656673,14.5096768422889,1.05215076167673e-47,6.77170857936475e-46
"ENSG00000148396.17",14760.2167612872,1.33934957427967,0.0945245541308936,14.169329721725,1.41847935915502e-45,8.30542019044505e-44
"ENSG00000164305.16",2504.16283502704,1.08476206653309,0.0799409597712909,13.5695401911181,6.07016279495536e-42,2.94633590578421e-40
"ENSG00000115091.10",14304.6604592608,1.02607080004847,0.077959822368213,13.1615333242067,1.46090681012364e-39,6.25191627465373e-38
"ENSG00000120053.10",2705.11955508569,1.2818038111304,0.0983991313408766,13.0265764917166,8.63980028282843e-39,3.54162485214559e-37
"ENSG00000116525.12",879.515888359709,1.30804945727079,0.101759845903886,12.8542790690373,8.13810295187493e-38,3.16456831151452e-36
"ENSG00000159202.16",10055.2142732167,1.49173102976585,0.116707190557461,12.7818262323039,2.0714770487432e-37,7.90468678852341e-36
"ENSG00000135698.8",1480.55948644513,1.77043800128844,0.138647111630476,12.769382502587,2.43075159550695e-37,9.22399136088892e-36
"ENSG00000145088.7",280.117033566803,2.28434914215384,0.179036042443581,12.7591579381213,2.77181155587794e-37,1.05084570015933e-35
"ENSG00000119383.18",13027.2808902753,1.24732797221839,0.0980093772919371,12.7266186836696,4.20665663051043e-37,1.5729354970936e-35
"ENSG00000156709.12",3741.4489744066,1.25297250466287,0.0992277403354038,12.6272401288959,1.49427735545754e-36,5.42358980818776e-35
"ENSG00000099994.10",3472.87320827919,3.24233346551418,0.258194983988991,12.5576934742173,3.60694800921565e-36,1.28744417631995e-34
"ENSG00000170917.12",165.81573868949,-1.55927960187564,0.125120254696131,-12.4622476645571,1.19941777485487e-35,4.11924412105408e-34
"ENSG00000146826.13",1038.49812665038,1.28572560681578,0.103509405691564,12.4213408262335,2.00178124697704e-35,6.7836482406886e-34
"ENSG00000111229.14",12408.5064531952,1.11413631247716,0.090426768456406,12.320868383285,6.99371066452956e-35,2.30133624113252e-33
"ENSG00000166986.11",6151.64192852284,1.06350471942086,0.0863759319065865,12.3125122467103,7.75704134910302e-35,2.53941894099398e-33
"ENSG00000137802.12",1480.020675569,-1.03295136928745,0.0844147678445435,-12.2366192037596,1.98114217574238e-34,6.33051599534131e-33
"ENSG00000141034.8",1097.58697792133,-1.1406781504029,0.0942429196826028,-12.1035952010458,1.01085090523236e-33,3.11322273141984e-32
"ENSG00000142208.14",10327.6604194978,1.22884354888987,0.101731097066339,12.0793305520783,1.35821014180054e-33,4.13318617164903e-32
"ENSG00000198604.9",4406.36757019598,1.2185204264561,0.101867319100427,11.9618385682145,5.6301357829593e-33,1.6589619272802e-31
"ENSG00000184432.8",16625.8545472718,1.01448734665968,0.0852451246107863,11.9008254289221,1.17182310512089e-32,3.38693341465245e-31
