"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000117650",1588.60101646258,4.87674462761857,0.121742392297766,40.0579004205099,0,0
"ENSG00000099953",17588.5409205955,6.42676140901561,0.168462805570182,38.1494383122939,0,0
"ENSG00000123500",8951.48198819157,7.37649296691482,0.181514719785371,40.6385387126566,0,0
"ENSG00000088325",5130.57609608215,4.12679248593119,0.102973485358587,40.0762630453886,0,0
"ENSG00000090889",1749.71177075791,4.39734749851762,0.112872192782387,38.9586433125786,0,0
"ENSG00000077152",1443.45507497851,3.70910218519508,0.0995351674402433,37.2642381640828,6.23139978840409e-304,4.52025740650833e-300
"ENSG00000166851",1914.93252537163,3.83104147213866,0.107215735857094,35.732082063448,1.25580231628116e-279,7.80822000197445e-276
"ENSG00000138180",1552.30056703277,3.84579122578965,0.107657002719421,35.7226295423874,1.76077210375367e-279,9.57948063047185e-276
"ENSG00000105974",12271.725363497,-4.19383265573364,0.117493650783376,-35.6941215782446,4.87696259017832e-279,2.35849910861024e-275
"ENSG00000134057",3206.93341305545,3.1397255478241,0.0885058514795719,35.4747792980533,1.20383349799239e-275,5.23956491666207e-272
"ENSG00000175063",2583.29026096379,4.746265789552,0.134151895801178,35.3797891651585,3.49329496651764e-274,1.38220154657012e-270
"ENSG00000149090",1047.02984841281,-4.7263136860552,0.133607255876118,-35.3746782318282,4.18622900443322e-274,1.51834525990793e-270
"ENSG00000134690",1496.79308559782,3.31063555864094,0.0939329837465046,35.2446545036331,4.14292106458502e-272,1.38704997242307e-268
"ENSG00000101605",487.052818053894,-4.54447141259991,0.129564292484394,-35.0750297436102,1.62002606488596e-269,5.03642960343547e-266
"ENSG00000137804",2802.96032712225,3.64159949126411,0.103917938132281,35.0430306520188,4.97890804175053e-269,1.44467995739433e-265
"ENSG00000170312",2939.35779862289,3.74432499033352,0.107214167100348,34.9237893797093,3.23785054339965e-267,8.80776294068289e-264
