"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000123500.8",9219.83434631512,7.528008802929,0.272373333819766,27.6385676136358,3.82966525110068e-168,1.56514589147234e-163
"ENSG00000099953.8",17705.3894435364,6.81959746155187,0.25447995587818,26.7981713452372,3.39375947474966e-158,6.93497779867719e-154
"ENSG00000090889.11",1754.70361292125,4.384807962985,0.169836744914943,25.8177814534833,5.5998488714674e-147,7.62867411760004e-143
"ENSG00000168497.4",2024.31223144935,-5.76763577790303,0.226783317081346,-25.4323635976901,1.10646485703254e-142,1.13050280605157e-138
"ENSG00000077152.8",1425.62181789713,3.68326481538229,0.146418645881045,25.1557087775194,1.22389158378072e-139,1.00038450275068e-135
"ENSG00000088325.14",5125.09400553882,3.88255009705021,0.154935132081096,25.0591976454895,1.38601271142211e-138,9.44082558385169e-135
"ENSG00000087586.16",1700.49048825826,3.95588324617659,0.159656994946486,24.7773875958428,1.57172606257597e-135,9.17641035020248e-132
"ENSG00000117650.11",1577.65345474435,4.4053415737028,0.178680461637333,24.6548589215328,3.26403608435741e-134,1.66747363414504e-130
"ENSG00000138180.14",1532.26008323455,3.93432158562627,0.160709168667736,24.4810026599069,2.35404761225223e-132,1.06897302072374e-128
"ENSG00000171848.12",3461.18188706194,4.48579712812301,0.184617618657018,24.2977737485429,2.06947454537418e-130,8.45773551948973e-127
"ENSG00000134690.9",1483.79923552797,3.39515588129505,0.140774143950013,24.1177519253865,1.62817791661493e-128,6.04927302492141e-125
"ENSG00000123485.10",963.086766593141,4.08725712625684,0.16976204172426,24.0763900147694,4.41882158890221e-128,1.50494016264037e-124
"ENSG00000146410.10",269.450557533747,3.82392127028109,0.159767608167128,23.9342712465284,1.347445842699e-126,4.23605878040504e-123
"ENSG00000170312.14",2925.04111542861,3.75834833237021,0.157099229687255,23.923403952089,1.74840708057797e-126,5.10397492686721e-123
"ENSG00000166851.13",1898.59490486108,3.77364830924795,0.157957116528157,23.8903342387569,3.86003756519895e-126,1.0517058350141e-122
"ENSG00000060718.17",13165.2235779957,7.0219260241158,0.294704020932359,23.8270451889337,1.7519492918303e-125,4.4750259754883e-122
"ENSG00000011426.9",2956.30218145206,4.08045541168874,0.171710360527931,23.7635946901701,7.95031176906444e-125,1.91130171582291e-121
"ENSG00000165304.6",1375.57658075744,4.19603092996021,0.178254711931408,23.5395232165017,1.60726807078052e-122,3.64930215470717e-119
"ENSG00000175063.15",2599.64758658065,4.65422833519046,0.198367728569407,23.4626285674385,9.82473409964091e-122,2.11330030483276e-118
"ENSG00000121152.8",1011.61038929564,3.53088588635887,0.151196696216456,23.3529301546641,1.28685159988165e-120,2.62961690177815e-117
"ENSG00000076382.15",2298.89079783068,3.75717552896278,0.160909801035969,23.3495753818186,1.39191417918564e-120,2.708863837578e-117
"ENSG00000186871.6",454.957130516476,3.57268873423046,0.153367798440287,23.2949078656917,4.99273769399367e-120,9.27491803708305e-117
"ENSG00000022267.15",17113.1278203917,-5.96685250536479,0.257105133615953,-23.207831059016,3.79538403506872e-119,6.74406739692277e-116
"ENSG00000169679.13",1757.05754513011,3.77528439196359,0.162719124279232,23.2012334670942,4.42452493051362e-119,7.53441289104838e-116
"ENSG00000029559.6",174.85176667678,7.92017132525144,0.342808396403185,23.103784529059,4.24167688054935e-118,6.93412369724686e-115
"ENSG00000186642.14",1140.96444606301,-3.97336908721312,0.172822941765666,-22.990981675342,5.73771079478596e-117,9.01901932585029e-114
"ENSG00000105974.10",12448.3093012881,-3.9935282628698,0.174065863344334,-22.9426274982468,1.7456267225657e-116,2.64229698239028e-113
"ENSG00000133800.7",1328.36529377401,-5.76155901325596,0.251152336464715,-22.9404953756638,1.83330519083931e-116,2.67590535158614e-113
"ENSG00000119927.12",8280.0969891419,-4.6401456309836,0.202627256245065,-22.8999085166096,4.65593882239476e-116,6.56150219767073e-113
"ENSG00000101605.11",493.422483867831,-4.355426970997,0.191332702692908,-22.763630627157,1.05167577895432e-114,1.43269791366947e-111
"ENSG00000137804.11",2768.89541476255,3.49413493354456,0.153978486255774,22.6923579943528,5.33022119879568e-114,7.02712290882518e-111
"ENSG00000100526.18",638.1936398845,3.57306986425695,0.157968855891738,22.6188247302728,2.82916157723437e-113,3.61328139062474e-110
"ENSG00000120049.17",1717.15939567322,-6.47762446055959,0.286547315699651,-22.6057760992925,3.80233287420069e-113,4.70901643138509e-110
"ENSG00000129810.13",399.959729677612,3.81586187124227,0.16898166057269,22.581514812377,6.58527009658837e-113,7.91568834051382e-110
"ENSG00000169418.9",1749.40424056305,-4.37498055015881,0.194305392767726,-22.5160016808628,2.89326061227935e-112,3.37841908466413e-109
"ENSG00000108799.11",2669.72916663198,-2.08623317397838,0.0928041902510897,-22.4799458767314,6.52188207183073e-112,7.40396662204583e-109
"ENSG00000142945.11",1812.37380521753,3.72672414270672,0.165874422158228,22.4671416739091,8.70142077438239e-112,9.61130717914145e-109
