Call: survfit(formula = as.formula(paste("surv_object ~", cat_var)), 
    data = filtered_data)

1 observation deleted due to missingness 
                age_group=1: <30 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0      1       0        1       0            1            1
    1      1       0        1       0            1            1
    2      1       0        1       0            1            1
    3      1       0        1       0            1            1
    4      1       0        1       0            1            1
    5      1       0        1       0            1            1
    6      1       0        1       0            1            1
    7      1       0        1       0            1            1
    8      1       0        1       0            1            1

                age_group=2: 30-50 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     32       0    1.000  0.0000        1.000            1
    1     28       0    1.000  0.0000        1.000            1
    2     18       0    1.000  0.0000        1.000            1
    3     14       1    0.933  0.0644        0.815            1
    4      9       1    0.840  0.1058        0.656            1
    5      8       0    0.840  0.1058        0.656            1
    6      6       0    0.840  0.1058        0.656            1
    7      4       2    0.560  0.1764        0.302            1
    8      3       0    0.560  0.1764        0.302            1
    9      2       0    0.560  0.1764        0.302            1
   10      1       0    0.560  0.1764        0.302            1

                age_group=3: 50-70 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     61       0    1.000  0.0000       1.0000        1.000
    1     51       0    1.000  0.0000       1.0000        1.000
    2     30       3    0.917  0.0459       0.8315        1.000
    3     24       2    0.852  0.0619       0.7386        0.982
    4     17       1    0.809  0.0720       0.6796        0.963
    5     11       1    0.747  0.0894       0.5907        0.944
    6      9       1    0.672  0.1072       0.4917        0.919
    7      6       1    0.588  0.1224       0.3912        0.884
    8      6       0    0.588  0.1224       0.3912        0.884
    9      3       0    0.588  0.1224       0.3912        0.884
   10      2       0    0.588  0.1224       0.3912        0.884
   11      1       1    0.294  0.2167       0.0693        1.000

                age_group=4: 70-80 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     17       0      1.0   0.000        1.000            1
    1     13       0      1.0   0.000        1.000            1
    2      8       0      1.0   0.000        1.000            1
    3      5       0      1.0   0.000        1.000            1
    4      2       0      1.0   0.000        1.000            1
    5      1       1      0.5   0.354        0.125            1
    6      1       0      0.5   0.354        0.125            1
    7      1       0      0.5   0.354        0.125            1
    8      1       0      0.5   0.354        0.125            1

                age_group=5: >80 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     11       0    1.000   0.000        1.000            1
    1      7       2    0.787   0.134        0.564            1
    2      5       0    0.787   0.134        0.564            1
    3      4       0    0.787   0.134        0.564            1
    4      2       1    0.591   0.198        0.306            1
    5      2       0    0.591   0.198        0.306            1
    6      1       0    0.591   0.198        0.306            1

