Call: survfit(formula = as.formula(paste("surv_object ~", cat_var)), 
    data = filtered_data)

                race=asian 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0      9       0        1       0            1            1
    1      6       0        1       0            1            1
    2      1       0        1       0            1            1

                race=black or african american 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     14       0    1.000  0.0000        1.000            1
    1     12       0    1.000  0.0000        1.000            1
    2      8       1    0.909  0.0867        0.754            1
    3      6       0    0.909  0.0867        0.754            1
    4      4       0    0.909  0.0867        0.754            1
    5      4       0    0.909  0.0867        0.754            1
    6      3       1    0.682  0.2073        0.376            1
    7      3       0    0.682  0.2073        0.376            1
    8      3       0    0.682  0.2073        0.376            1
    9      2       0    0.682  0.2073        0.376            1
   10      1       0    0.682  0.2073        0.376            1

                race=not reported 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     20       0        1       0            1            1
    1     11       0        1       0            1            1
    2      7       0        1       0            1            1
    3      4       0        1       0            1            1
    4      2       0        1       0            1            1
    5      1       0        1       0            1            1
    6      1       0        1       0            1            1

                race=white 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     80       0    1.000  0.0000       1.0000        1.000
    1     71       2    0.974  0.0182       0.9390        1.000
    2     46       2    0.934  0.0326       0.8725        1.000
    3     38       3    0.868  0.0476       0.7799        0.967
    4     25       3    0.783  0.0635       0.6681        0.918
    5     18       2    0.710  0.0757       0.5763        0.875
    6     14       0    0.710  0.0757       0.5763        0.875
    7      9       4    0.498  0.1038       0.3310        0.749
    8      8       0    0.498  0.1038       0.3310        0.749
    9      3       0    0.498  0.1038       0.3310        0.749
   10      2       0    0.498  0.1038       0.3310        0.749
   11      1       1    0.249  0.1836       0.0587        1.000

