Call: survfit(formula = as.formula(paste("surv_object ~", cat_var)), 
    data = filtered_data)

                treatments_radiation_treatment_or_therapy=no 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     40       0    1.000  0.0000        1.000        1.000
    1     29       3    0.907  0.0511        0.812        1.000
    2     16       0    0.907  0.0511        0.812        1.000
    3     12       1    0.850  0.0729        0.719        1.000
    4      9       1    0.765  0.1040        0.587        0.999
    5      8       0    0.765  0.1040        0.587        0.999
    6      6       0    0.765  0.1040        0.587        0.999
    7      3       0    0.765  0.1040        0.587        0.999
    8      2       0    0.765  0.1040        0.587        0.999
    9      2       0    0.765  0.1040        0.587        0.999
   10      2       0    0.765  0.1040        0.587        0.999
   11      1       0    0.765  0.1040        0.587        0.999
   12      1       0    0.765  0.1040        0.587        0.999
   13      1       0    0.765  0.1040        0.587        0.999
   14      1       0    0.765  0.1040        0.587        0.999
   15      1       0    0.765  0.1040        0.587        0.999
   16      1       0    0.765  0.1040        0.587        0.999
   17      1       0    0.765  0.1040        0.587        0.999
   18      1       0    0.765  0.1040        0.587        0.999
   19      1       0    0.765  0.1040        0.587        0.999

                treatments_radiation_treatment_or_therapy=not reported 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     11       0    1.000   0.000       1.0000            1
    1      5       1    0.857   0.132       0.6334            1
    2      4       0    0.857   0.132       0.6334            1
    3      3       1    0.643   0.210       0.3384            1
    4      3       0    0.643   0.210       0.3384            1
    5      1       2    0.214   0.188       0.0382            1
    6      1       0    0.214   0.188       0.0382            1
    7      1       0    0.214   0.188       0.0382            1
    8      1       0    0.214   0.188       0.0382            1

                treatments_radiation_treatment_or_therapy=yes 
 time n.risk n.event survival std.err lower 95% CI upper 95% CI
    0     58       0    1.000  0.0000        1.000            1
    1     53       0    1.000  0.0000        1.000            1
    2     41       2    0.957  0.0296        0.901            1
    3     27       2    0.899  0.0489        0.809            1
    4     23       0    0.899  0.0489        0.809            1
    5     20       0    0.899  0.0489        0.809            1
    6     17       0    0.899  0.0489        0.809            1
    7     12       0    0.899  0.0489        0.809            1
    8     10       0    0.899  0.0489        0.809            1
    9      4       0    0.899  0.0489        0.809            1
   10      4       0    0.899  0.0489        0.809            1
   11      4       0    0.899  0.0489        0.809            1
   12      1       0    0.899  0.0489        0.809            1
   13      1       0    0.899  0.0489        0.809            1
   14      1       0    0.899  0.0489        0.809            1
   15      1       0    0.899  0.0489        0.809            1
   16      1       0    0.899  0.0489        0.809            1
   17      1       0    0.899  0.0489        0.809            1
   18      1       0    0.899  0.0489        0.809            1
   19      1       0    0.899  0.0489        0.809            1
   20      1       0    0.899  0.0489        0.809            1
   21      1       0    0.899  0.0489        0.809            1

