"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000088325.14",5125.09400553882,4.61108547108446,0.121459407009632,37.9640044736823,0,0
"ENSG00000134690.9",1483.79923552797,4.27124336924893,0.110473592078645,38.6630260579223,0,0
"ENSG00000111665.10",969.499348266415,4.26982540907856,0.118449519415612,36.0476381005542,1.5017923687172e-284,2.01626973104773e-280
"ENSG00000166851.13",1898.59490486108,4.46646495008772,0.123925837759821,36.0414343838783,1.87843925100523e-284,2.01626973104773e-280
"ENSG00000080986.11",1012.06038925643,4.36303397091878,0.121382955775525,35.9443707977205,6.19751838729708e-283,5.321809039172e-279
"ENSG00000138180.14",1532.26008323455,4.49205474799153,0.126132436679671,35.6137950414744,8.5689561730143e-278,6.13180222147282e-274
"ENSG00000115163.13",494.039405210061,4.59492110722739,0.131091920108609,35.0511389521225,3.7464448025234e-269,2.0192287780776e-265
"ENSG00000142945.11",1812.37380521753,4.56078809054112,0.130118563397859,35.0510178674179,3.76239204020514e-269,2.0192287780776e-265
"ENSG00000111206.11",2918.08756570031,4.75228244471272,0.135667010677302,35.0290201058275,8.13750556185605e-269,3.88204223664766e-265
"ENSG00000117399.12",2521.68972653841,4.91525176740958,0.14048270218421,34.9883059692601,3.38856717295322e-268,1.45488131570747e-264
"ENSG00000090889.11",1754.70361292125,4.63382280438562,0.133312796189972,34.7590249159757,1.01257988551059e-264,3.95228339858156e-261
"ENSG00000077152.8",1425.62181789713,3.96699659690545,0.114932218855901,34.5159663355943,4.62137482119031e-261,1.65348939956505e-257
"ENSG00000169679.13",1757.05754513011,4.39512122903532,0.127656102487388,34.4293860097252,9.16388339858302e-260,3.02654872090894e-256
"ENSG00000165304.6",1375.57658075744,4.80094578156569,0.139928371713175,34.3100239271467,5.56227085510856e-258,1.70582927974347e-254
"ENSG00000123485.10",963.086766593141,4.56706285403198,0.133363735909709,34.2451628463978,5.14791683377445e-257,1.47350539505404e-253
"ENSG00000117650.11",1577.65345474435,4.77741965601603,0.14032039804834,34.0465087219196,4.57156620702187e-254,1.22675121936552e-250
"ENSG00000175063.15",2599.64758658065,5.29299115030028,0.155603090705033,34.0159769726802,1.29330345975337e-253,3.26635200261828e-250
"ENSG00000154839.8",549.768541981123,4.60693581187887,0.135519810963083,33.9945560662998,2.68116725176723e-253,6.3953286641459e-250
"ENSG00000237649.6",2142.78080783783,4.2173432557715,0.124644873726473,33.8348712601389,6.05840650345017e-251,1.36904043802965e-247
"ENSG00000143228.11",1091.43645192355,4.76123341269436,0.14084710938063,33.8042678591823,1.70703661492156e-250,3.66458085308287e-247
"ENSG00000157456.6",1565.67691978856,4.14080707747746,0.122879994860863,33.6979756726561,6.18915224375983e-249,1.26538691231347e-245
"ENSG00000112742.8",1075.63909747889,4.10062991468145,0.123127006196144,33.3040657883702,3.37167003916673e-243,6.58012059689198e-240
"ENSG00000164611.11",1418.76632828031,4.13833121859649,0.124912001479662,33.1299728574943,1.1004649616037e-240,2.05428100549803e-237
"ENSG00000106462.9",1583.71416411551,3.27220734680695,0.098859013585949,33.0997369699837,2.99786753561025e-240,5.36306011005941e-237
"ENSG00000178999.11",833.718621364363,4.64190593724829,0.141202027128231,32.874215984398,5.13574834722297e-237,8.82013421152074e-234
"ENSG00000183856.9",2342.30642136419,4.64191703356571,0.142235576513038,32.6354147630583,1.29052896400857e-233,2.13111004114261e-230
"ENSG00000011426.9",2956.30218145206,4.38312961181212,0.134634126730343,32.5558587429399,1.72993242653765e-232,2.75091291605164e-229
"ENSG00000109805.8",1241.27555988491,4.00353667019053,0.123019131048793,32.5440168212748,2.54441124581703e-232,3.90158202996979e-229
"ENSG00000184661.12",670.15515124407,4.54884044081623,0.139905904113844,32.5135702430025,6.8566841977806e-232,1.01514391735072e-228
"ENSG00000075218.17",794.616724334117,4.08014445022445,0.125513275917608,32.5076723589211,8.30741857685831e-232,1.1889300553247e-228
"ENSG00000137807.12",1774.16708487677,3.53185010918224,0.109279059504996,32.3195507463237,3.7168900890452e-229,5.14789277332761e-226
"ENSG00000117724.11",7251.41078547113,4.18875476207075,0.129769805402657,32.2783466390633,1.40835851293724e-228,1.88962102353002e-225
"ENSG00000174371.15",935.549443212073,4.56915038737316,0.141702700130334,32.244624719011,4.1845005820426e-228,5.4442888633333e-225
"ENSG00000146670.8",1737.96753710577,4.04704843699441,0.126563051743394,31.9765396080981,2.31115803081856e-224,2.91851676627043e-221
"ENSG00000119927.12",8280.0969891419,-5.04054615716862,0.158746121765258,-31.7522475580361,2.95633042967044e-221,3.62657277136858e-218
"ENSG00000112984.10",1882.06266792593,4.28845926947873,0.136050231031541,31.5211465424453,4.45825157952191e-218,5.31708421018814e-215
"ENSG00000165480.14",665.736200531099,4.14044100333018,0.132191638338312,31.3215045624424,2.37823343974082e-215,2.75971493879113e-212
"ENSG00000146410.10",269.450557533747,3.93680331118235,0.12611397740433,31.216233063213,6.41637536064757e-214,7.24965989761588e-211
"ENSG00000170312.14",2925.04111542861,3.83520165883615,0.123182725604144,31.1342490598953,8.2876275255173e-213,9.123827892515e-210
"ENSG00000087586.16",1700.49048825826,3.89508881409247,0.125266726430562,31.0943610093587,2.87067436145805e-212,3.08131009273003e-209
"ENSG00000168497.4",2024.31223144935,-5.51051724808542,0.177451768701445,-31.0536056552732,1.01989729205946e-211,1.06803146913592e-208
"ENSG00000121152.8",1011.61038929564,3.6831620872772,0.118696477947063,31.0300874211268,2.11807447408181e-211,2.16522684630244e-208
"ENSG00000085999.10",475.466806058671,4.05801122939377,0.130820954162657,31.0195813458768,2.93525575166884e-211,2.9308187371605e-208
"ENSG00000134057.13",3223.10328782322,3.20043486801695,0.103226133800255,31.0041144639774,4.74432366866881e-211,4.62948947077944e-208
"ENSG00000135451.11",877.421890821581,4.4189709070759,0.142548462513924,30.9997795075781,5.42751026386336e-211,5.17844784842163e-208
"ENSG00000065328.15",949.017288139549,4.44291015387198,0.143451602243597,30.9714920181053,1.30514258738168e-210,1.21818036933114e-207
"ENSG00000126787.11",1169.23123016203,4.22951219700969,0.136587671637608,30.9655486933796,1.56919035172793e-210,1.43347207981785e-207
"ENSG00000186185.12",731.594897945614,4.58905334218049,0.14836899133708,30.9300029664191,4.71980347412845e-210,4.22176587836885e-207
"ENSG00000145386.8",1560.27076521359,3.83930082931885,0.124200160077045,30.9122051609049,8.18799738311121e-210,7.17452382946693e-207
"ENSG00000129195.14",444.474444808603,4.22672186753319,0.136765829109561,30.9048093010662,1.02934021240836e-209,8.83894440395055e-207
"ENSG00000161888.10",639.697335096182,3.91464337833287,0.126726195259887,30.8905618945225,1.59933844064005e-209,1.34642344997805e-206
"ENSG00000024526.15",897.166755386451,4.37545994356964,0.142440481484522,30.7178120852188,3.29179683249766e-207,2.71794801929398e-204
"ENSG00000198901.12",3451.08254655221,3.4616586716454,0.112757240054861,30.7001011195481,5.67400013977309e-207,4.59647539624826e-204
"ENSG00000169607.11",784.176383167097,4.10668938293451,0.133938324669299,30.6610478597081,1.88279226832135e-206,1.49699418593291e-203
"ENSG00000129810.13",399.959729677612,4.07919090118037,0.133126209414851,30.6415312139528,3.4267135982057e-206,2.67501724252657e-203
"ENSG00000101447.12",1264.45381661894,4.50627035841687,0.147295663675946,30.593367421398,1.49966057139857e-205,1.14978440416067e-202
"ENSG00000093009.8",664.109461751478,3.99936779034915,0.131508211617637,30.4115442005811,3.86542477240679e-203,2.91161425619799e-200
"ENSG00000123975.4",2023.09126202106,3.43300119386389,0.113356662447448,30.2849529947605,1.8092005433916e-201,1.33927629880204e-198
"ENSG00000156970.11",1250.21758372039,3.69698481932429,0.122180809531511,30.2583100693142,4.05636843447638e-201,2.95186743617361e-198
"ENSG00000111247.13",796.586696208295,3.39330341235882,0.112266191294594,30.2255146739106,1.09480969845948e-200,7.83427573389294e-198
"ENSG00000127423.9",276.668181781058,3.37912760945009,0.111843411552075,30.2130233918762,1.59754875070635e-200,1.12443861658323e-197
"ENSG00000143321.17",25222.6777724128,2.04776449463565,0.0681580790393829,30.0443399153374,2.58854907489174e-198,1.79257023436253e-195
"ENSG00000066279.15",2101.51353139186,4.47591770397757,0.14925609319303,29.9881740719888,1.39971390438864e-197,9.53916134681369e-195
"ENSG00000163815.5",1335.98261390742,-5.0223178562709,0.167589958296994,-29.9678925116182,2.57266982942368e-197,1.72589967384853e-194
"ENSG00000137804.11",2768.89541476255,3.60926620381155,0.120731899520779,29.8948846008205,2.29336694218034e-196,1.51485707173097e-193
"ENSG00000152253.7",447.831765526875,3.43823691307764,0.115037244531995,29.8880325851458,2.81529339190938e-196,1.83143366335802e-193
"ENSG00000123473.14",1194.04780691133,3.17623795953756,0.106352149685335,29.8652915708344,5.55807345727475e-196,3.56172961027002e-193
"ENSG00000186642.14",1140.96444606301,-4.03366167021838,0.135296467827493,-29.8135031533966,2.61100007105589e-195,1.64857776545272e-192
"ENSG00000109674.3",227.320150523372,4.25367137188496,0.143236387401254,29.6968629903306,8.42925862929223e-194,5.24507564128496e-191
"ENSG00000280339.1",433.722346272632,-4.99333637057688,0.168250176391844,-29.6780453825364,1.4746239779357e-193,9.04471149895278e-191
"ENSG00000138160.5",2497.77302438011,3.17740891450961,0.107476937616732,29.5636346268109,4.38686295606433e-192,2.65281635237496e-189
"ENSG00000075702.15",763.428416170383,3.64744657151835,0.123501473621857,29.533627936184,1.06577167730164e-191,6.35540374513136e-189
"ENSG00000105011.7",1587.3089645268,3.56043980665935,0.120558613181909,29.5328530470657,1.09047161953246e-191,6.41361629926389e-189
"ENSG00000013810.17",2714.87272948,3.09853873520078,0.105236453879766,29.443587473414,1.52093963608566e-190,8.82453287504564e-188
"ENSG00000071539.12",1313.11769093987,3.69657621641262,0.125722950895169,29.4025568926944,5.09350075054941e-190,2.91585939633119e-187
"ENSG00000186871.6",454.957130516476,3.54817851482778,0.12072833499398,29.3897742812796,7.41985091726853e-190,4.19172762017006e-187
"ENSG00000101003.9",1258.28304980595,3.21926372029586,0.109946171796539,29.2803620871246,1.84471368499885e-188,1.02860755929124e-185
"ENSG00000101057.14",3943.97890750466,5.09626426229495,0.174355947058396,29.2290819342577,8.28344968676456e-188,4.55961426027226e-185
"ENSG00000051180.15",603.388112781266,3.32934078368876,0.114268354458293,29.1361575956178,1.25112327742835e-186,6.79961745777041e-184
"ENSG00000089685.13",3004.5216654961,4.63085777411,0.159672808545819,29.0021689746952,6.17798547682582e-185,3.31564758059396e-182
"ENSG00000035499.11",404.950133668281,3.82399514776127,0.132162804608517,28.933973965583,4.46484105591923e-184,2.36664136710978e-181
"ENSG00000118193.10",818.19977943864,4.44120487630293,0.153824201665359,28.8719514109013,2.68699881782556e-183,1.40690602735781e-180
"ENSG00000127564.15",1069.22948752258,4.46028635334472,0.154912415062169,28.7923104907683,2.67731080223925e-182,1.38494384691738e-179
"ENSG00000138778.10",1308.6900018817,3.35760998700809,0.116989803752468,28.7000223892353,3.81278396167829e-181,1.94883189755545e-178
"ENSG00000168477.16",3813.51128797568,-5.45764883189678,0.190374926967846,-28.6678971796457,9.59224640644812e-181,4.84521293483353e-178
"ENSG00000250418.1",25.5464256537086,-22.0129614769748,0.770644823724794,-28.5643409250172,1.86409011243644e-179,9.30636150900679e-177
"ENSG00000164045.10",539.561382911273,3.43016775937477,0.120244619552946,28.5265800010653,5.48488226243456e-179,2.70682091882331e-176
"ENSG00000167779.6",1483.64224078343,-4.28672541750092,0.150295927639054,-28.5218999931641,6.26922640778312e-179,3.05874131611555e-176
"ENSG00000022267.15",17113.1278203917,-5.73299682420991,0.201404531528669,-28.4650835842481,3.1707079375436e-178,1.52959938537567e-175
"ENSG00000131471.5",7403.55879642845,-4.85603369156797,0.172159040584146,-28.2066725923376,4.84331317554169e-175,2.31052945768758e-172
"ENSG00000072571.18",951.23008355374,3.64403320451239,0.129515942877994,28.1357887186531,3.57658977155996e-174,1.68748221804315e-171
"ENSG00000099953.8",17705.3894435364,5.5945940457585,0.199463591044223,28.0481967484389,4.20203048306014e-173,1.96102368250203e-170
"ENSG00000079308.15",20993.5078467296,-3.51407264689073,0.125304033245037,-28.0443698090613,4.67877062655242e-173,2.16003243925837e-170
"ENSG00000120334.14",707.004680149836,2.10744274318579,0.0751851413531226,28.030042974685,6.9952370979726e-173,3.19511175320695e-170
"ENSG00000100526.18",638.1936398845,3.47550675242372,0.124156352911979,27.9929836122659,1.97793404200486e-172,8.93922085194511e-170
"ENSG00000085840.11",433.907288505339,3.54413770505458,0.126748946150493,27.9618711846843,4.72849893367429e-172,2.1147718928886e-169
"ENSG00000169744.11",1344.12788967225,-2.92468933091696,0.104625781643214,-27.9538110490825,5.92534762136391e-172,2.62272989817793e-169
"ENSG00000171848.12",3461.18188706194,4.03438557891267,0.144737934314318,27.8737263871091,5.55656816666138e-171,2.43440055342456e-168
"ENSG00000149090.10",1050.52618890753,-4.3145083423149,0.15497320911672,-27.840349741131,1.40968342568004e-170,6.11361190722956e-168
"ENSG00000163808.15",771.707814940976,3.37321112774213,0.121373596690801,27.7919681027116,5.42431362429348e-170,2.32892905459041e-167
"ENSG00000123500.8",9219.83434631512,5.93192718149879,0.213695063687869,27.7588404670086,1.36291989105389e-169,5.79375896261376e-167
"ENSG00000164330.15",1600.00170456701,-3.81328093020149,0.137488336919189,-27.7353047949282,2.62090954525419e-169,1.10322305221067e-166
"ENSG00000197472.13",159.573777505101,4.7090100884883,0.170403919048118,27.6344001639926,4.29779222760517e-168,1.79151174070124e-165
"ENSG00000117632.19",13002.5696702382,2.86415820407793,0.103981823454782,27.5447968588804,5.1083416503462e-167,2.10891008420783e-164
"ENSG00000079337.14",1121.65562688977,-3.08508210699377,0.112133793272199,-27.5125099844335,1.24392745437227e-166,5.08647859556891e-164
"ENSG00000158402.17",370.365835365223,3.84385941877201,0.140034422199624,27.4493896457291,7.06512967603165e-166,2.86171077962659e-163
"ENSG00000121621.6",573.119734079535,3.2363345693858,0.118162470918022,27.3888531971464,3.72342705928806e-165,1.494068605519e-162
"ENSG00000113368.10",3924.04797847462,3.08484199262143,0.112862393951277,27.3327712147695,1.73074555400084e-164,6.88051484824316e-162
"ENSG00000108106.12",1314.21152207777,3.38102248429856,0.124056326448777,27.2539303805242,1.49283749675234e-163,5.88027320395063e-161
"ENSG00000104147.7",199.077872051694,3.09682722086671,0.11399343682353,27.166715094842,1.60712405062535e-162,6.27289737396357e-160
"ENSG00000168078.8",886.540513576545,4.14727358943177,0.152976712742269,27.1104896626913,7.40675280262047e-162,2.86494532955414e-159
"ENSG00000007968.6",634.573722644559,3.67124944662667,0.135419840698942,27.1101297097844,7.47948396692819e-162,2.86724682250055e-159
"ENSG00000165810.15",1503.72639195852,-5.2401267739295,0.19347155237059,-27.0847404164731,1.48958545509806e-161,5.65976562076419e-159
"ENSG00000197299.9",690.788185954518,3.14160214072974,0.116024304979981,27.0771037264288,1.83232875674706e-161,6.90096799745045e-159
"ENSG00000105974.10",12448.3093012881,-3.68488892026674,0.13635573136923,-27.024085333741,7.7038591914724e-161,2.87621908161624e-158
"ENSG00000134222.15",653.140422197611,2.85581198286793,0.105776742189614,26.998486848353,1.53961045342986e-160,5.69854955327681e-158
"ENSG00000177363.4",328.925372737995,-4.62162848426474,0.17137629025966,-26.967723932303,3.53511350710922e-160,1.29726579852764e-157
"ENSG00000133800.7",1328.36529377401,-5.29425116487176,0.19641718531689,-26.9541137977834,5.10484746235758e-160,1.85742903217223e-157
"ENSG00000102384.12",417.23985172539,3.04674608195218,0.113066299346735,26.9465446340369,6.26176512339836e-160,2.25923433254713e-157
"ENSG00000149554.11",1179.82676734826,2.6771418849461,0.0993593150069299,26.9440453042513,6.69860833881151e-160,2.3967062418906e-157
"ENSG00000111077.16",5976.65548345547,-2.57977309714352,0.095806931956274,-26.9267895805381,1.06688554869964e-159,3.7856802506958e-157
"ENSG00000101412.12",1349.70991692713,3.45077467929154,0.128317082406618,26.8925587659214,2.68358166475588e-159,9.44422776854867e-157
"ENSG00000091651.7",502.423181540818,3.64642698231873,0.136523452869515,26.7091617277207,3.68402021738106e-157,1.28596266693704e-154
"ENSG00000182481.7",10001.7287474656,2.82533301503312,0.105813942965274,26.7009520282251,4.58849307125942e-157,1.58876572592357e-154
"ENSG00000010319.5",2807.9487023431,-4.0020732286569,0.150211935370008,-26.6428444504016,2.16620870330362e-156,7.44049365410729e-154
"ENSG00000276043.3",1335.64745987999,3.96866300356938,0.148965074441573,26.6415669474657,2.2413129002783e-156,7.63736264868641e-154
"ENSG00000183549.9",319.462942359613,-4.70821282392001,0.177000941417667,-26.5999309733054,6.80054179989026e-156,2.29906505652196e-153
"ENSG00000203688.4",201.620049991559,6.05947927673095,0.227895433690775,26.5888577870888,9.13307254192577e-156,3.06350366865299e-153
"ENSG00000076555.14",5638.9922693101,-4.70794077157533,0.17726883922095,-26.558197099194,2.06520659950661e-155,6.87361591859042e-153
"ENSG00000145708.9",97.4928929813424,-4.91704395668571,0.18527184880842,-26.5396172613906,3.38448760074861e-155,1.11779211644724e-152
"ENSG00000154258.15",905.391926086601,-4.87666497951767,0.183802129963105,-26.5321461753277,4.12776100321694e-155,1.35286579139786e-152
