"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000124571.16",4882.29269187734,1.59428205260854,0.0690543283186938,23.0873587713538,6.20297807783029e-118,9.31205817383369e-116
"ENSG00000107937.17",4855.56750286567,1.64880528059133,0.0714283003263516,23.0833615395864,6.80378825321255e-118,1.01430780781834e-115
"ENSG00000035141.6",2701.61001209196,1.48741782675924,0.0646039434586624,23.0236382971107,2.70284576546468e-117,3.97420147055568e-115
"ENSG00000163064.6",959.877626774099,4.50338868800011,0.201058445544358,22.3984059749759,4.07913776264498e-111,5.38885476428191e-109
"ENSG00000050405.12",9268.19720583502,-1.89655334526859,0.0856415067579277,-22.1452589645502,1.15893229725469e-108,1.45069265838572e-106
"ENSG00000187522.12",2138.00919393879,1.48940738744766,0.0673167906545198,22.1253475242386,1.80243912233992e-108,2.24312242659897e-106
"ENSG00000135912.9",2234.98991466987,1.95749797427121,0.0892125254309086,21.9419634722393,1.03342721214083e-106,1.24286267095985e-104
"ENSG00000151465.12",4580.12069478472,1.60690340508581,0.0733394230795974,21.9104996686679,2.06306427282665e-106,2.46049068205034e-104
"ENSG00000113163.14",3287.72653248553,-1.73268217462408,0.0791753125060493,-21.8841217013409,3.68031587069283e-106,4.33472298652015e-104
"ENSG00000111196.8",1244.63843488132,1.64529879429745,0.0777665259583954,21.1569023306721,2.3837784491109e-99,2.41956330289779e-97
"ENSG00000248429.4",791.530331096949,-3.31358270921389,0.157259240782433,-21.0708298776427,1.47326712767917e-98,1.47446909386725e-96
"ENSG00000163159.10",3480.91059730957,1.59033956408934,0.0758187203841353,20.9755526871449,1.09684701073845e-97,1.07764591318204e-95
"ENSG00000198952.8",8426.49105263295,1.47216962854907,0.070853707280186,20.777594921427,6.90312261093492e-96,6.54272779912784e-94
"ENSG00000115275.10",4081.20161339241,1.29293721791524,0.0627598955566692,20.6013283872943,2.67017417446738e-94,2.43405367687382e-92
"ENSG00000064102.13",2069.4390213225,1.5613320710579,0.0760989601156324,20.5171275492523,1.5139758639849e-93,1.35988606109188e-91
"ENSG00000119638.11",5911.24523050896,-1.26261048772195,0.0615645010538143,-20.5087423126891,1.79885775470684e-93,1.61239995194861e-91
"ENSG00000129667.11",2001.95589258267,1.86769753030087,0.0911799840787629,20.4836351878228,3.01310604402252e-93,2.67288652892783e-91
"ENSG00000143294.13",5710.05187265015,1.34902681039289,0.0660242943841286,20.43227910236,8.63747694541381e-93,7.53760310266955e-91
"ENSG00000146731.9",14206.9376643654,1.23735034119123,0.0607650591911575,20.3628591440801,3.57123332645208e-92,3.08512883040684e-90
"ENSG00000167088.9",3272.28279018029,1.50722027876983,0.0741863161642382,20.3166885309827,9.1547233426207e-92,7.82984156803625e-90
"ENSG00000105880.4",115.104825490208,3.92120599675588,0.194123914597385,20.1994999167851,9.88936359355875e-91,8.18111417898738e-89
"ENSG00000163156.10",1853.86070314719,1.62184039097422,0.080508295090908,20.1450097675386,2.97651158791561e-90,2.42959173055431e-88
